Combination,myPort,Risk
"('UNH', 'ENB', 'Cpaxt', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642372585
"('UNH', 'ENB', 'Cpaxt', 'AVGO', 'PSEC')",[0.    0.496 0.    0.237 0.267],2.308460997296209
"('UNH', 'ENB', 'Cpaxt', 'AVGO', 'TISCO')",[0.    0.539 0.    0.274 0.187],2.320842188444845
"('UNH', 'ENB', 'Cpaxt', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304516900282
"('UNH', 'ENB', 'APPLE', 'AVGO', 'SIRI')",[0.    0.486 0.    0.289 0.225],2.191749642372585
"('UNH', 'ENB', 'APPLE', 'AVGO', 'PSEC')",[0.    0.496 0.    0.237 0.267],2.308460997296209
"('UNH', 'ENB', 'APPLE', 'AVGO', 'TISCO')",[0.    0.539 0.    0.274 0.187],2.320842188444845
"('UNH', 'ENB', 'APPLE', 'AVGO', 'ICHI')",[0.    0.451 0.    0.331 0.219],2.280304516900282
"('UNH', 'ENB', 'AVGO', 'LH', 'CVX')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'LH', 'ORI')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'LH', 'KCE')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'LH', 'HCA')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'LH', 'AMZN')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'LH', 'O')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'SIRI', 'CVX')",[0.    0.486 0.289 0.225 0.   ],2.191749642372585
"('UNH', 'ENB', 'AVGO', 'SIRI', 'ORI')",[0.    0.486 0.289 0.225 0.   ],2.191749642372585
"('UNH', 'ENB', 'AVGO', 'SIRI', 'PSEC')",[0.    0.486 0.289 0.225 0.   ],2.191749642372585
"('UNH', 'ENB', 'AVGO', 'SIRI', 'KCE')",[0.    0.486 0.289 0.225 0.   ],2.191749642372585
"('UNH', 'ENB', 'AVGO', 'SIRI', 'HCA')",[0.    0.486 0.289 0.225 0.   ],2.191749642372585
"('UNH', 'ENB', 'AVGO', 'SIRI', 'TISCO')",[0.    0.486 0.289 0.225 0.   ],2.191749642372585
"('UNH', 'ENB', 'AVGO', 'SIRI', 'AMZN')",[0.    0.486 0.289 0.225 0.   ],2.191749642372585
"('UNH', 'ENB', 'AVGO', 'SIRI', 'ICHI')",[0.    0.486 0.289 0.225 0.   ],2.191749642372585
"('UNH', 'ENB', 'AVGO', 'SIRI', 'O')",[0.    0.486 0.289 0.225 0.   ],2.191749642372585
"('UNH', 'ENB', 'AVGO', 'CVX', 'ORI')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'CVX', 'KCE')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'CVX', 'HCA')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'CVX', 'AMZN')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'CVX', 'O')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'ORI', 'KCE')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'ORI', 'HCA')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'ORI', 'AMZN')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'ORI', 'O')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'PSEC', 'KCE')",[0.    0.496 0.237 0.267 0.   ],2.3084609972962093
"('UNH', 'ENB', 'AVGO', 'PSEC', 'HCA')",[0.    0.496 0.237 0.267 0.   ],2.3084609972962093
"('UNH', 'ENB', 'AVGO', 'PSEC', 'TISCO')",[0.    0.496 0.237 0.267 0.   ],2.3084609972962093
"('UNH', 'ENB', 'AVGO', 'PSEC', 'AMZN')",[0.    0.496 0.237 0.267 0.   ],2.3084609972962093
"('UNH', 'ENB', 'AVGO', 'PSEC', 'ICHI')",[0.    0.338 0.319 0.157 0.186],2.2709055146538866
"('UNH', 'ENB', 'AVGO', 'PSEC', 'O')",[0.    0.496 0.237 0.267 0.   ],2.3084609972962093
"('UNH', 'ENB', 'AVGO', 'KCE', 'HCA')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'KCE', 'AMZN')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'KCE', 'O')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'HCA', 'AMZN')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'HCA', 'O')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'TISCO', 'AMZN')",[0.    0.539 0.274 0.187 0.   ],2.320842188444845
"('UNH', 'ENB', 'AVGO', 'TISCO', 'O')",[0.    0.539 0.274 0.187 0.   ],2.320842188444845
"('UNH', 'ENB', 'AVGO', 'AMZN', 'O')",[0.    0.767 0.233 0.    0.   ],2.3386448042566457
"('UNH', 'ENB', 'AVGO', 'ICHI', 'O')",[0.    0.451 0.331 0.219 0.   ],2.280304516900282
"('UNH', 'PTT', 'UL', 'SCB', 'AVGO')",[0.    0.    0.    0.571 0.429],2.5726313626765234
"('UNH', 'PTT', 'UL', 'AP', 'AVGO')",[0.    0.    0.    0.566 0.434],3.098681637218548
"('UNH', 'PTT', 'UL', 'AVGO', 'LH')",[0.    0.    0.    0.414 0.586],3.0471999614979155
"('UNH', 'PTT', 'UL', 'AVGO', 'SIRI')",[0.    0.    0.    0.385 0.615],2.6089226570117376
"('UNH', 'PTT', 'UL', 'AVGO', 'CVX')",[0.    0.    0.512 0.488 0.   ],3.4279703080386392
"('UNH', 'PTT', 'UL', 'AVGO', 'PSEC')",[0.    0.    0.    0.245 0.755],2.4079030228128757
"('UNH', 'PTT', 'UL', 'AVGO', 'KCE')",[0.    0.    0.512 0.488 0.   ],3.4279703080386392
"('UNH', 'PTT', 'UL', 'AVGO', 'HCA')",[0.    0.    0.512 0.488 0.   ],3.4279703080386392
"('UNH', 'PTT', 'UL', 'AVGO', 'TISCO')",[0.   0.   0.   0.37 0.63],2.418600004798511
"('UNH', 'PTT', 'UL', 'AVGO', 'AMZN')",[0.    0.    0.512 0.488 0.   ],3.4279703080386392
"('UNH', 'PTT', 'UL', 'AVGO', 'ICHI')",[0.   0.   0.   0.47 0.53],2.397199496104468
"('UNH', 'PTT', 'UL', 'AVGO', 'O')",[0.    0.    0.    0.464 0.536],3.2126560226565015
"('UNH', 'PTT', 'KTB', 'MSFT', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'KTB', 'SAT', 'AVGO')",[0.    0.141 0.    0.443 0.416],3.6765696607240566
"('UNH', 'PTT', 'KTB', 'TSMC', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'KTB', 'SCB', 'AVGO')",[0.    0.    0.    0.571 0.429],2.5726313626765234
"('UNH', 'PTT', 'KTB', 'JPM', 'AVGO')",[0.    0.264 0.    0.257 0.479],3.7644099920523697
"('UNH', 'PTT', 'KTB', 'Visa', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'KTB', 'META', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'KTB', 'BMWG', 'AVGO')",[0.    0.    0.    0.552 0.448],3.162191683861013
"('UNH', 'PTT', 'KTB', 'AP', 'AVGO')",[0.    0.    0.    0.566 0.434],3.098681637218548
"('UNH', 'PTT', 'KTB', 'ABBV', 'AVGO')",[0.    0.    0.    0.526 0.474],3.6383210926986136
"('UNH', 'PTT', 'KTB', 'KBS', 'AVGO')",[0.    0.    0.    0.503 0.497],3.187469854933311
"('UNH', 'PTT', 'KTB', 'NVDA', 'AVGO')",[0.    0.534 0.    0.    0.466],3.773339764539888
"('UNH', 'PTT', 'KTB', 'Cpaxt', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'KTB', 'APPLE', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'KTB', 'AVGO', 'LH')",[0.    0.    0.    0.414 0.586],3.0471999614979155
"('UNH', 'PTT', 'KTB', 'AVGO', 'SIRI')",[0.    0.    0.    0.385 0.615],2.6089226570117376
"('UNH', 'PTT', 'KTB', 'AVGO', 'CVX')",[0.    0.    0.    0.454 0.546],3.57056055696911
"('UNH', 'PTT', 'KTB', 'AVGO', 'ORI')",[0.    0.032 0.    0.41  0.558],3.332208909568424
"('UNH', 'PTT', 'KTB', 'AVGO', 'PSEC')",[0.    0.    0.    0.245 0.755],2.4079030228128757
"('UNH', 'PTT', 'KTB', 'AVGO', 'TISCO')",[0.   0.   0.   0.37 0.63],2.418600004798511
"('UNH', 'PTT', 'KTB', 'AVGO', 'ICHI')",[0.   0.   0.   0.47 0.53],2.397199496104468
"('UNH', 'PTT', 'KTB', 'AVGO', 'O')",[0.    0.    0.    0.464 0.536],3.2126560226565015
"('UNH', 'PTT', 'MSFT', 'SAT', 'AVGO')",[0.    0.141 0.    0.443 0.416],3.6765696607240566
"('UNH', 'PTT', 'MSFT', 'TSMC', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'MSFT', 'SCB', 'AVGO')",[0.    0.    0.    0.571 0.429],2.5726313626765234
"('UNH', 'PTT', 'MSFT', 'JPM', 'AVGO')",[0.    0.264 0.    0.257 0.479],3.7644099920523697
"('UNH', 'PTT', 'MSFT', 'Visa', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'MSFT', 'META', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'MSFT', 'TOP', 'AVGO')",[0.    0.    0.    0.516 0.484],3.638485652842674
"('UNH', 'PTT', 'MSFT', 'BMWG', 'AVGO')",[0.    0.    0.    0.552 0.448],3.162191683861013
"('UNH', 'PTT', 'MSFT', 'AP', 'AVGO')",[0.    0.    0.    0.566 0.434],3.098681637218548
"('UNH', 'PTT', 'MSFT', 'ABBV', 'AVGO')",[0.    0.    0.    0.526 0.474],3.6383210926986136
"('UNH', 'PTT', 'MSFT', 'KBS', 'AVGO')",[0.    0.    0.    0.503 0.497],3.187469854933311
"('UNH', 'PTT', 'MSFT', 'NVDA', 'AVGO')",[0.    0.534 0.    0.    0.466],3.773339764539888
"('UNH', 'PTT', 'MSFT', 'Cpaxt', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'MSFT', 'APPLE', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'MSFT', 'AVGO', 'LH')",[0.    0.    0.    0.414 0.586],3.0471999614979155
"('UNH', 'PTT', 'MSFT', 'AVGO', 'SIRI')",[0.    0.    0.    0.385 0.615],2.6089226570117376
"('UNH', 'PTT', 'MSFT', 'AVGO', 'CVX')",[0.    0.    0.    0.454 0.546],3.57056055696911
"('UNH', 'PTT', 'MSFT', 'AVGO', 'ORI')",[0.    0.032 0.    0.41  0.558],3.332208909568424
"('UNH', 'PTT', 'MSFT', 'AVGO', 'PSEC')",[0.    0.    0.    0.245 0.755],2.4079030228128757
"('UNH', 'PTT', 'MSFT', 'AVGO', 'TISCO')",[0.   0.   0.   0.37 0.63],2.418600004798511
"('UNH', 'PTT', 'MSFT', 'AVGO', 'ICHI')",[0.   0.   0.   0.47 0.53],2.397199496104468
"('UNH', 'PTT', 'MSFT', 'AVGO', 'O')",[0.    0.    0.    0.464 0.536],3.2126560226565015
"('UNH', 'PTT', 'SAT', 'SCB', 'AVGO')",[0.    0.    0.    0.571 0.429],2.5726313626765234
"('UNH', 'PTT', 'SAT', 'BMWG', 'AVGO')",[0.    0.    0.    0.552 0.448],3.162191683861013
"('UNH', 'PTT', 'SAT', 'AP', 'AVGO')",[0.    0.    0.    0.566 0.434],3.098681637218548
"('UNH', 'PTT', 'SAT', 'KBS', 'AVGO')",[0.    0.    0.    0.503 0.497],3.187469854933311
"('UNH', 'PTT', 'SAT', 'AVGO', 'LH')",[0.    0.    0.    0.414 0.586],3.0471999614979155
"('UNH', 'PTT', 'SAT', 'AVGO', 'SIRI')",[0.    0.    0.    0.385 0.615],2.6089226570117376
"('UNH', 'PTT', 'SAT', 'AVGO', 'ORI')",[0.    0.032 0.    0.41  0.558],3.332208909568424
"('UNH', 'PTT', 'SAT', 'AVGO', 'PSEC')",[0.    0.    0.    0.245 0.755],2.4079030228128757
"('UNH', 'PTT', 'SAT', 'AVGO', 'KCE')",[0.    0.141 0.443 0.416 0.   ],3.6765696607240566
"('UNH', 'PTT', 'SAT', 'AVGO', 'HCA')",[0.    0.141 0.443 0.416 0.   ],3.6765696607240566
"('UNH', 'PTT', 'SAT', 'AVGO', 'TISCO')",[0.   0.   0.   0.37 0.63],2.418600004798511
"('UNH', 'PTT', 'SAT', 'AVGO', 'AMZN')",[0.    0.141 0.443 0.416 0.   ],3.6765696607240566
"('UNH', 'PTT', 'SAT', 'AVGO', 'ICHI')",[0.   0.   0.   0.47 0.53],2.397199496104468
"('UNH', 'PTT', 'SAT', 'AVGO', 'O')",[0.    0.    0.    0.464 0.536],3.2126560226565015
"('UNH', 'PTT', 'TSMC', 'SCB', 'AVGO')",[0.    0.    0.    0.571 0.429],2.5726313626765234
"('UNH', 'PTT', 'TSMC', 'JPM', 'AVGO')",[0.    0.264 0.    0.257 0.479],3.7644099920523697
"('UNH', 'PTT', 'TSMC', 'Visa', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'TSMC', 'META', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'TSMC', 'TOP', 'AVGO')",[0.    0.    0.    0.516 0.484],3.638485652842674
"('UNH', 'PTT', 'TSMC', 'BMWG', 'AVGO')",[0.    0.    0.    0.552 0.448],3.162191683861013
"('UNH', 'PTT', 'TSMC', 'AP', 'AVGO')",[0.    0.    0.    0.566 0.434],3.098681637218548
"('UNH', 'PTT', 'TSMC', 'ABBV', 'AVGO')",[0.    0.    0.    0.526 0.474],3.6383210926986136
"('UNH', 'PTT', 'TSMC', 'KBS', 'AVGO')",[0.    0.    0.    0.503 0.497],3.187469854933311
"('UNH', 'PTT', 'TSMC', 'NVDA', 'AVGO')",[0.    0.534 0.    0.    0.466],3.773339764539888
"('UNH', 'PTT', 'TSMC', 'Cpaxt', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'TSMC', 'APPLE', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'TSMC', 'AVGO', 'LH')",[0.    0.    0.    0.414 0.586],3.0471999614979155
"('UNH', 'PTT', 'TSMC', 'AVGO', 'SIRI')",[0.    0.    0.    0.385 0.615],2.6089226570117376
"('UNH', 'PTT', 'TSMC', 'AVGO', 'CVX')",[0.    0.    0.    0.454 0.546],3.57056055696911
"('UNH', 'PTT', 'TSMC', 'AVGO', 'ORI')",[0.    0.032 0.    0.41  0.558],3.332208909568424
"('UNH', 'PTT', 'TSMC', 'AVGO', 'PSEC')",[0.    0.    0.    0.245 0.755],2.4079030228128757
"('UNH', 'PTT', 'TSMC', 'AVGO', 'TISCO')",[0.   0.   0.   0.37 0.63],2.418600004798511
"('UNH', 'PTT', 'TSMC', 'AVGO', 'ICHI')",[0.   0.   0.   0.47 0.53],2.397199496104468
"('UNH', 'PTT', 'TSMC', 'AVGO', 'O')",[0.    0.    0.    0.464 0.536],3.2126560226565015
"('UNH', 'PTT', 'SCB', 'AVGO', 'LH')",[0.    0.    0.571 0.429 0.   ],2.5726313626765234
"('UNH', 'PTT', 'SCB', 'AVGO', 'CVX')",[0.    0.    0.571 0.429 0.   ],2.5726313626765234
"('UNH', 'PTT', 'SCB', 'AVGO', 'ORI')",[0.    0.    0.571 0.429 0.   ],2.5726313626765234
"('UNH', 'PTT', 'SCB', 'AVGO', 'KCE')",[0.    0.    0.571 0.429 0.   ],2.5726313626765234
"('UNH', 'PTT', 'SCB', 'AVGO', 'HCA')",[0.    0.    0.571 0.429 0.   ],2.5726313626765234
"('UNH', 'PTT', 'SCB', 'AVGO', 'TISCO')",[0.   0.   0.   0.37 0.63],2.418600004798511
"('UNH', 'PTT', 'SCB', 'AVGO', 'AMZN')",[0.    0.    0.571 0.429 0.   ],2.5726313626765234
"('UNH', 'PTT', 'SCB', 'AVGO', 'O')",[0.    0.    0.571 0.429 0.   ],2.5726313626765234
"('UNH', 'PTT', 'JPM', 'BMWG', 'AVGO')",[0.    0.    0.    0.552 0.448],3.162191683861013
"('UNH', 'PTT', 'JPM', 'AP', 'AVGO')",[0.    0.    0.    0.566 0.434],3.098681637218548
"('UNH', 'PTT', 'JPM', 'ABBV', 'AVGO')",[0.    0.    0.    0.526 0.474],3.6383210926986136
"('UNH', 'PTT', 'JPM', 'KBS', 'AVGO')",[0.    0.    0.    0.503 0.497],3.187469854933311
"('UNH', 'PTT', 'JPM', 'AVGO', 'LH')",[0.    0.    0.    0.414 0.586],3.0471999614979155
"('UNH', 'PTT', 'JPM', 'AVGO', 'SIRI')",[0.    0.    0.    0.385 0.615],2.6089226570117376
"('UNH', 'PTT', 'JPM', 'AVGO', 'CVX')",[0.    0.    0.    0.454 0.546],3.57056055696911
"('UNH', 'PTT', 'JPM', 'AVGO', 'ORI')",[0.    0.032 0.    0.41  0.558],3.332208909568424
"('UNH', 'PTT', 'JPM', 'AVGO', 'PSEC')",[0.    0.    0.    0.245 0.755],2.4079030228128757
"('UNH', 'PTT', 'JPM', 'AVGO', 'KCE')",[0.    0.264 0.257 0.479 0.   ],3.7644099920523697
"('UNH', 'PTT', 'JPM', 'AVGO', 'HCA')",[0.    0.264 0.257 0.479 0.   ],3.7644099920523697
"('UNH', 'PTT', 'JPM', 'AVGO', 'TISCO')",[0.   0.   0.   0.37 0.63],2.418600004798511
"('UNH', 'PTT', 'JPM', 'AVGO', 'AMZN')",[0.    0.264 0.257 0.479 0.   ],3.7644099920523697
"('UNH', 'PTT', 'JPM', 'AVGO', 'ICHI')",[0.   0.   0.   0.47 0.53],2.397199496104468
"('UNH', 'PTT', 'JPM', 'AVGO', 'O')",[0.    0.    0.    0.464 0.536],3.2126560226565015
"('UNH', 'PTT', 'Visa', 'META', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'Visa', 'TOP', 'AVGO')",[0.    0.    0.    0.516 0.484],3.638485652842674
"('UNH', 'PTT', 'Visa', 'BMWG', 'AVGO')",[0.    0.    0.    0.552 0.448],3.162191683861013
"('UNH', 'PTT', 'Visa', 'AP', 'AVGO')",[0.    0.    0.    0.566 0.434],3.098681637218548
"('UNH', 'PTT', 'Visa', 'ABBV', 'AVGO')",[0.    0.    0.    0.526 0.474],3.6383210926986136
"('UNH', 'PTT', 'Visa', 'KBS', 'AVGO')",[0.    0.    0.    0.503 0.497],3.187469854933311
"('UNH', 'PTT', 'Visa', 'NVDA', 'AVGO')",[0.    0.534 0.    0.    0.466],3.773339764539888
"('UNH', 'PTT', 'Visa', 'Cpaxt', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'Visa', 'APPLE', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'Visa', 'AVGO', 'LH')",[0.    0.    0.    0.414 0.586],3.0471999614979155
"('UNH', 'PTT', 'Visa', 'AVGO', 'SIRI')",[0.    0.    0.    0.385 0.615],2.6089226570117376
"('UNH', 'PTT', 'Visa', 'AVGO', 'CVX')",[0.    0.    0.    0.454 0.546],3.57056055696911
"('UNH', 'PTT', 'Visa', 'AVGO', 'ORI')",[0.    0.032 0.    0.41  0.558],3.332208909568424
"('UNH', 'PTT', 'Visa', 'AVGO', 'PSEC')",[0.    0.    0.    0.245 0.755],2.4079030228128757
"('UNH', 'PTT', 'Visa', 'AVGO', 'TISCO')",[0.   0.   0.   0.37 0.63],2.418600004798511
"('UNH', 'PTT', 'Visa', 'AVGO', 'ICHI')",[0.   0.   0.   0.47 0.53],2.397199496104468
"('UNH', 'PTT', 'Visa', 'AVGO', 'O')",[0.    0.    0.    0.464 0.536],3.2126560226565015
"('UNH', 'PTT', 'META', 'TOP', 'AVGO')",[0.    0.    0.    0.516 0.484],3.638485652842674
"('UNH', 'PTT', 'META', 'BMWG', 'AVGO')",[0.    0.    0.    0.552 0.448],3.162191683861013
"('UNH', 'PTT', 'META', 'AP', 'AVGO')",[0.    0.    0.    0.566 0.434],3.098681637218548
"('UNH', 'PTT', 'META', 'ABBV', 'AVGO')",[0.    0.    0.    0.526 0.474],3.6383210926986136
"('UNH', 'PTT', 'META', 'KBS', 'AVGO')",[0.    0.    0.    0.503 0.497],3.187469854933311
"('UNH', 'PTT', 'META', 'NVDA', 'AVGO')",[0.    0.534 0.    0.    0.466],3.773339764539888
"('UNH', 'PTT', 'META', 'Cpaxt', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'META', 'APPLE', 'AVGO')",[0.    0.534 0.    0.    0.466],3.7733397645398874
"('UNH', 'PTT', 'META', 'AVGO', 'LH')",[0.    0.    0.    0.414 0.586],3.0471999614979155
"('UNH', 'PTT', 'META', 'AVGO', 'SIRI')",[0.    0.    0.    0.385 0.615],2.6089226570117376
"('UNH', 'PTT', 'META', 'AVGO', 'CVX')",[0.    0.    0.    0.454 0.546],3.57056055696911
"('UNH', 'PTT', 'META', 'AVGO', 'ORI')",[0.    0.032 0.    0.41  0.558],3.332208909568424
"('UNH', 'PTT', 'META', 'AVGO', 'PSEC')",[0.    0.    0.    0.245 0.755],2.4079030228128757
"('UNH', 'PTT', 'META', 'AVGO', 'TISCO')",[0.   0.   0.   0.37 0.63],2.418600004798511
"('UNH', 'PTT', 'META', 'AVGO', 'ICHI')",[0.   0.   0.   0.47 0.53],2.397199496104468
"('UNH', 'PTT', 'META', 'AVGO', 'O')",[0.    0.    0.    0.464 0.536],3.2126560226565015
"('UNH', 'PTT', 'TOP', 'BMWG', 'AVGO')",[0.    0.    0.    0.552 0.448],3.162191683861013
"('UNH', 'PTT', 'TOP', 'AP', 'AVGO')",[0.    0.    0.    0.566 0.434],3.098681637218548
"('UNH', 'PTT', 'TOP', 'AVGO', 'LH')",[0.    0.    0.    0.414 0.586],3.0471999614979155
"('UNH', 'PTT', 'TOP', 'AVGO', 'SIRI')",[0.    0.    0.    0.385 0.615],2.6089226570117376
"('UNH', 'PTT', 'TOP', 'AVGO', 'PSEC')",[0.    0.    0.    0.245 0.755],2.4079030228128757
"('UNH', 'PTT', 'TOP', 'AVGO', 'KCE')",[0.    0.    0.516 0.484 0.   ],3.638485652842674
"('UNH', 'PTT', 'TOP', 'AVGO', 'HCA')",[0.    0.    0.516 0.484 0.   ],3.638485652842674
"('UNH', 'PTT', 'TOP', 'AVGO', 'TISCO')",[0.   0.   0.   0.37 0.63],2.418600004798511
"('UNH', 'PTT', 'TOP', 'AVGO', 'AMZN')",[0.    0.    0.516 0.484 0.   ],3.638485652842674
"('UNH', 'PTT', 'TOP', 'AVGO', 'ICHI')",[0.   0.   0.   0.47 0.53],2.397199496104468
"('UNH', 'PTT', 'TOP', 'AVGO', 'O')",[0.    0.    0.    0.464 0.536],3.2126560226565015
"('UNH', 'PTT', 'BMWG', 'AVGO', 'SIRI')",[0.    0.    0.    0.385 0.615],2.6089226570117376
"('UNH', 'PTT', 'BMWG', 'AVGO', 'PSEC')",[0.    0.    0.    0.245 0.755],2.4079030228128757
"('UNH', 'PTT', 'BMWG', 'AVGO', 'KCE')",[0.    0.    0.552 0.448 0.   ],3.162191683861013
"('UNH', 'PTT', 'BMWG', 'AVGO', 'HCA')",[0.    0.    0.552 0.448 0.   ],3.162191683861013
"('UNH', 'PTT', 'BMWG', 'AVGO', 'TISCO')",[0.   0.   0.   0.37 0.63],2.418600004798511
"('UNH', 'PTT', 'BMWG', 'AVGO', 'AMZN')",[0.    0.    0.552 0.448 0.   ],3.162191683861013
"('UNH', 'PTT', 'BMWG', 'AVGO', 'ICHI')",[0.   0.   0.   0.47 0.53],2.397199496104468
"('UNH', 'PTT', 'AP', 'AVGO', 'LH')",[0.    0.    0.    0.414 0.586],3.0471999614979155
"('UNH', 'PTT', 'AP', 'AVGO', 'CVX')",[0.    0.    0.566 0.434 0.   ],3.098681637218548
"('UNH', 'PTT', 'AP', 'AVGO', 'PSEC')",[0.    0.    0.    0.245 0.755],2.4079030228128757
"('UNH', 'PTT', 'AP', 'AVGO', 'KCE')",[0.    0.    0.566 0.434 0.   ],3.098681637218548
"('UNH', 'PTT', 'AP', 'AVGO', 'HCA')",[0.    0.    0.566 0.434 0.   ],3.098681637218548
"('UNH', 'PTT', 'AP', 'AVGO', 'TISCO')",[0.   0.   0.   0.37 0.63],2.418600004798511
"('UNH', 'PTT', 'AP', 'AVGO', 'AMZN')",[0.    0.    0.566 0.434 0.   ],3.098681637218548
"('UNH', 'PTT', 'AP', 'AVGO', 'ICHI')",[0.   0.   0.   0.47 0.53],2.397199496104468
"('UNH', 'PTT', 'AP', 'AVGO', 'O')",[0.    0.    0.566 0.434 0.   ],3.098681637218548
"('UNH', 'PTT', 'ABBV', 'AVGO', 'LH')",[0.    0.    0.    0.414 0.586],3.0471999614979155
"('UNH', 'PTT', 'ABBV', 'AVGO', 'SIRI')",[0.    0.    0.    0.385 0.615],2.6089226570117376
"('UNH', 'PTT', 'ABBV', 'AVGO', 'CVX')",[0.    0.    0.    0.454 0.546],3.57056055696911
"('UNH', 'PTT', 'ABBV', 'AVGO', 'ORI')",[0.    0.032 0.    0.41  0.558],3.332208909568424
"('UNH', 'PTT', 'ABBV', 'AVGO', 'PSEC')",[0.    0.    0.    0.245 0.755],2.4079030228128757
"('UNH', 'PTT', 'ABBV', 'AVGO', 'KCE')",[0.    0.    0.526 0.474 0.   ],3.6383210926986136
"('UNH', 'PTT', 'ABBV', 'AVGO', 'HCA')",[0.    0.    0.526 0.474 0.   ],3.6383210926986136
"('UNH', 'PTT', 'ABBV', 'AVGO', 'TISCO')",[0.   0.   0.   0.37 0.63],2.418600004798511
"('UNH', 'PTT', 'ABBV', 'AVGO', 'AMZN')",[0.    0.    0.526 0.474 0.   ],3.6383210926986136
"('UNH', 'PTT', 'ABBV', 'AVGO', 'ICHI')",[0.   0.   0.   0.47 0.53],2.397199496104468
"('UNH', 'PTT', 'ABBV', 'AVGO', 'O')",[0.    0.    0.    0.464 0.536],3.2126560226565015
"('UNH', 'PTT', 'KBS', 'AVGO', 'SIRI')",[0.    0.    0.    0.385 0.615],2.6089226570117376
"('UNH', 'PTT', 'KBS', 'AVGO', 'PSEC')",[0.    0.    0.    0.245 0.755],2.4079030228128757
"('UNH', 'PTT', 'KBS', 'AVGO', 'KCE')",[0.    0.    0.503 0.497 0.   ],3.187469854933311
